module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
5933,121407.13511554663,0.0,-1214071.3511554662,0.0,10.0,0.0,-0.0,0.01,0.411019665,41.101966499999996,0.0,0.0,100.0,1.0,0.11,-11.0,-76798.77624368471,76798.77624368471,0.0,-28401.37947947664,28401.37947947664,0.0,-16830.30267363527,16830.30267363527,0.0,0.0,0.0,0.0,0.0,0.0,523.32328125,523.32328125,0.0,-1214082.3511554662,-1214082.3511554662,122030.45839679663,122030.45839679663,121930.45839679663,0.0,100.0,0.0,0.0,122030.45839679663,121507.13511554663,0,0.0,100.0
5934,138682.28239030397,0.0,-1386822.8239030396,0.0,10.0,0.0,-0.0,0.01,0.397998501,39.7998501,0.0,0.0,100.0,1.0,0.11,-11.0,-83940.28995882106,83940.28995882106,0.0,-32099.415335352493,32099.415335352493,0.0,-29436.103808678803,29436.103808678803,0.0,0.0,64.76515004840272,64.76515004840272,0.0,0.0,6628.761562500001,6628.761562500001,0.0,-1386833.8239030396,-1386833.8239030396,145475.80910285236,145475.80910285236,145375.80910285236,0.0,100.0,0.0,0.0,145475.80910285236,138782.28239030397,0,0.0,100.0
5935,149594.34974234898,0.0,-1495943.4974234898,0.0,10.0,0.0,-0.0,0.01,0.375144583,37.5144583,0.0,0.0,100.0,1.0,0.11,-11.0,-74775.3161510257,74775.3161510257,0.0,-48622.0,48622.0,0.0,-43837.82137871437,43837.82137871437,0.0,0.0,96.6784123910939,96.6784123910939,0.0,0.0,17444.109375,17444.109375,0.0,-1495954.4974234898,-1495954.4974234898,167235.13752974008,167235.13752974008,167135.13752974008,0.0,100.0,0.0,0.0,167235.13752974008,149694.34974234898,0,0.0,100.0
5936,131828.74846431174,0.0,-1318287.4846431173,0.0,10.0,0.0,-0.0,0.01,0.361527548,36.1527548,0.0,0.0,100.0,1.0,0.11,-11.0,-67280.92403672302,67280.92403672302,0.0,-47260.233022853856,47260.233022853856,0.0,-48006.86357907535,48006.86357907535,0.0,0.0,208.37483059051308,208.37483059051308,0.0,0.0,30410.897343750003,30410.897343750003,0.0,-1318298.4846431173,-1318298.4846431173,162548.02063865226,162548.02063865223,162448.02063865226,0.0,100.0,0.0,0.0,162548.02063865223,131928.7484643117,1,0.0,100.0
5937,114629.91295169404,0.0,-1146299.1295169406,0.0,10.0,0.0,-0.0,0.01,0.3672056429999999,36.72056429999999,0.0,0.0,100.0,1.0,0.11,-11.0,-56039.38560126668,56039.38560126668,0.0,-45537.57880704662,45537.57880704662,0.0,-54252.861205681096,54252.861205681096,0.0,0.0,338.8437560503388,338.8437560503388,0.0,0.0,40761.06890625,40761.06890625,0.0,-1146310.1295169406,-1146310.1295169406,155829.82561399438,155829.82561399438,155729.82561399438,0.0,100.0,0.0,0.0,155829.82561399438,114729.91295169404,1,0.0,100.0
5938,113804.58080083359,0.0,-1138045.808008336,0.0,10.0,0.0,-0.0,0.01,0.37390869,37.390869,0.0,0.0,100.0,1.0,0.11,-11.0,-55670.56554509393,55670.56554509393,0.0,-45293.38087309621,45293.38087309621,0.0,-59745.47874372765,59745.47874372765,0.0,0.0,287.21936108422074,287.21936108422074,0.0,0.0,46517.62500000001,46517.62500000001,0.0,-1138056.808008336,-1138056.808008336,160709.4251619178,160709.4251619178,160609.4251619178,0.0,100.0,0.0,0.0,160709.4251619178,113904.58080083359,1,0.0,100.0
5939,111246.6376715932,0.0,-1112466.376715932,0.0,10.0,0.0,-0.0,0.01,0.40773226,40.773226,0.0,0.0,100.0,1.0,0.11,-11.0,-55700.14590675709,55700.14590675709,0.0,-43968.74480354216,43968.74480354216,0.0,-62394.63775358583,62394.63775358583,0.0,0.0,594.1498547918684,594.1498547918684,0.0,0.0,50122.740937500006,50122.740937500006,0.0,-1112477.376715932,-1112477.376715932,162063.52846388507,162063.52846388507,161963.52846388507,0.0,100.0,0.0,0.0,162063.52846388507,111346.6376715932,1,0.0,100.0
5940,112718.73588432591,0.0,-1127187.358843259,0.0,10.0,0.0,-0.0,0.01,0.427242175,42.7242175,0.0,0.0,100.0,1.0,0.11,-11.0,-53864.80183147069,53864.80183147069,0.0,-45100.44347909884,45100.44347909884,0.0,-64053.58072108213,64053.58072108213,0.0,0.0,542.5254598257503,542.5254598257503,0.0,0.0,49657.5646875,49657.5646875,0.0,-1127198.358843259,-1127198.358843259,163018.82603165167,163018.82603165167,162918.82603165167,0.0,100.0,0.0,0.0,163018.82603165167,112818.73588432591,1,0.0,100.0
5941,119717.13529752282,0.0,-1197171.3529752283,0.0,10.0,0.0,-0.0,0.01,0.437889067,43.788906700000005,0.0,0.0,100.0,1.0,0.11,-11.0,-53844.35996503337,53844.35996503337,0.0,-44874.56288976322,44874.56288976322,0.0,-67000.1154043671,67000.1154043671,0.0,0.0,547.2185866408519,547.2185866408519,0.0,0.0,45354.684375,45354.684375,0.0,-1197182.3529752283,-1197182.3529752283,165719.03825916367,165719.03825916367,165619.03825916367,0.0,100.0,0.0,0.0,165719.03825916367,119817.13529752282,1,0.0,100.0
5942,132852.83060993484,0.0,-1328528.3060993485,0.0,10.0,0.0,-0.0,0.01,0.443027735,44.3027735,0.0,0.0,100.0,1.0,0.08,-8.0,-53716.08043815323,53716.08043815323,0.0,-44495.54578530054,44495.54578530054,0.0,-68492.01636131166,68492.01636131166,0.0,0.0,258.12197483059055,258.12197483059055,0.0,0.0,33492.69,33492.69,0.0,-1328536.3060993485,-1328536.3060993485,166703.64258476545,166703.64258476545,166603.64258476545,0.0,100.0,0.0,0.0,166703.64258476545,132952.83060993487,0,0.0,100.0
5943,151034.17950425777,0.0,-1510341.7950425777,0.0,10.0,0.0,-0.0,0.01,0.428216781,42.8216781,0.0,0.0,100.0,1.0,0.08,-8.0,-59431.441450767685,59431.441450767685,0.0,-46202.06806164459,46202.06806164459,0.0,-67852.7388496928,67852.7388496928,0.0,0.0,198.04995159728944,198.04995159728944,0.0,0.0,22154.018906250003,22154.018906250003,0.0,-1510349.7950425777,-1510349.7950425777,173486.24836210505,173486.24836210508,173386.24836210505,0.0,100.0,0.0,0.0,173486.24836210508,151134.1795042578,0,0.0,100.0
5944,153652.5086899487,0.0,-1536525.086899487,0.0,10.0,0.0,-0.0,0.01,0.409852987,40.9852987,0.0,0.0,100.0,1.0,0.08,-8.0,-66346.87603790632,66346.87603790632,0.0,-43925.92528035047,43925.92528035047,0.0,-54012.86313872363,54012.86313872363,0.0,0.0,124.83717328170378,124.83717328170378,0.0,0.0,10408.31859375,10408.31859375,0.0,-1536533.086899487,-1536533.086899487,164285.66445698042,164285.66445698042,164185.66445698042,0.0,100.0,0.0,0.0,164285.66445698042,153752.5086899487,0,0.0,100.0
5945,160524.38299544636,0.0,-1605243.8299544635,0.0,10.0,0.0,-0.0,0.01,0.413348666,41.3348666,0.0,0.0,100.0,1.0,0.11,-11.0,-77017.85519311827,77017.85519311827,0.0,-38254.463589848725,38254.463589848725,0.0,-50175.49967139755,50175.49967139755,0.0,0.0,55.37889641819943,55.37889641819943,0.0,0.0,4768.056562500001,4768.056562500001,0.0,-1605254.8299544635,-1605254.8299544635,165447.81845436455,165447.81845436455,165347.81845436455,0.0,100.0,0.0,0.0,165447.81845436455,160624.38299544636,0,0.0,100.0
5946,164937.95488459186,0.0,-1649379.5488459186,0.0,10.0,0.0,-0.0,0.01,0.408081973,40.808197299999996,0.0,0.0,100.0,1.0,0.11,-11.0,-81008.43992075438,81008.43992075438,0.0,-37836.37591263501,37836.37591263501,0.0,-46205.34118092172,46205.34118092172,0.0,0.0,12.20212971926428,12.20212971926428,0.0,0.0,0.0,0.0,0.0,-1649390.5488459186,-1649390.5488459186,165050.15701431112,165050.15701431112,164950.15701431112,0.0,100.0,0.0,0.0,165050.15701431112,165037.95488459186,0,0.0,100.0
5947,161784.5543856722,0.0,-1617845.543856722,0.0,10.0,0.0,-0.0,0.01,0.407544337,40.7544337,0.0,0.0,100.0,1.0,0.11,-11.0,-86546.85733749512,86546.85733749512,0.0,-32331.665167948617,32331.665167948617,0.0,-43006.03188022846,43006.03188022846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1617856.543856722,-1617856.543856722,161884.5543856722,161884.5543856722,161784.5543856722,0.0,100.0,0.0,0.0,161884.5543856722,161884.5543856722,0,0.0,100.0
5948,124492.02542446982,0.0,-1244920.2542446982,0.0,10.0,0.0,-0.0,0.01,0.4087262279999999,40.87262279999999,0.0,0.0,100.0,1.0,0.11,-11.0,-81696.80736814033,81696.80736814033,0.0,-30950.10721086197,30950.10721086197,0.0,-11945.110845467518,11945.110845467518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1244931.2542446982,-1244931.2542446982,124592.02542446982,124592.02542446982,124492.02542446982,0.0,100.0,0.0,0.0,124592.02542446982,124592.02542446982,0,0.0,100.0
5949,90648.67968559646,0.0,-906486.7968559647,0.0,10.0,0.0,-0.0,0.01,0.404898131,40.4898131,0.0,0.0,100.0,1.0,0.11,-11.0,-68389.57541972502,68389.57541972502,0.0,-10411.21731370546,10411.21731370546,0.0,-11947.886952165978,11947.886952165978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-906497.7968559647,-906497.7968559647,90748.67968559646,90748.67968559646,90648.67968559646,0.0,100.0,0.0,0.0,90748.67968559646,90748.67968559646,1,0.0,100.0
5950,75828.62887597503,0.0,-758286.2887597503,0.0,10.0,0.0,-0.0,0.01,0.40410606,40.410606,0.0,0.0,100.0,1.0,0.11,-11.0,-54891.25038057739,54891.25038057739,0.0,-8940.09245774243,8940.09245774243,0.0,-12097.28603765522,12097.28603765522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-758297.2887597503,-758297.2887597503,75928.62887597503,75928.62887597503,75828.62887597503,0.0,100.0,0.0,0.0,75928.62887597503,75928.62887597503,1,0.0,100.0
5951,74609.41944289154,0.0,-746094.1944289154,0.0,10.0,0.0,-0.0,0.01,0.408425881,40.8425881,0.0,0.0,100.0,1.0,0.11,-11.0,-54192.44481777663,54192.44481777663,0.0,-8575.857343964104,8575.857343964104,0.0,-11941.117281150797,11941.117281150797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-746105.1944289154,-746105.1944289154,74709.41944289154,74709.41944289154,74609.41944289154,0.0,100.0,0.0,0.0,74709.41944289154,74709.41944289154,1,0.0,100.0
5952,73878.72534902178,0.0,-738787.2534902178,0.0,10.0,0.0,-0.0,0.01,0.414418654,41.4418654,0.0,0.0,100.0,1.0,0.08,-8.0,-53466.94438418141,53466.94438418141,0.0,-8575.857385685662,8575.857385685662,0.0,-11935.923579154703,11935.923579154703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-738795.2534902178,-738795.2534902178,73978.72534902178,73978.72534902178,73878.72534902178,0.0,100.0,0.0,0.0,73978.72534902178,73978.72534902178,0,0.0,100.0
5953,72231.92957194394,0.0,-722319.2957194394,0.0,10.0,0.0,-0.0,0.01,0.41900253,41.900253,0.0,0.0,100.0,1.0,0.08,-8.0,-51826.73475307472,51826.73475307472,0.0,-8575.857388665774,8575.857388665774,0.0,-11929.337430203448,11929.337430203448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722327.2957194394,-722327.2957194394,72331.92957194394,72331.92957194394,72231.92957194394,0.0,100.0,0.0,0.0,72331.92957194394,72331.92957194394,0,0.0,100.0
5954,72088.72775398829,0.0,-720887.2775398829,0.0,10.0,0.0,-0.0,0.01,0.4315076989999999,43.15076989999999,0.0,0.0,100.0,1.0,0.08,-8.0,-51688.61685363783,51688.61685363783,0.0,-8575.857388665774,8575.857388665774,0.0,-11924.25351168468,11924.25351168468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-720895.2775398829,-720895.2775398829,72188.72775398829,72188.72775398829,72088.72775398829,0.0,100.0,0.0,0.0,72188.72775398829,72188.72775398829,0,0.0,100.0
5955,73822.5275792525,0.0,-738225.275792525,0.0,10.0,0.0,-0.0,0.01,0.422604304,42.2604304,0.0,0.0,100.0,1.0,0.08,-8.0,-53009.541936485024,53009.541936485024,0.0,-8940.092505424213,8940.092505424213,0.0,-11972.89313734327,11972.89313734327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-738233.275792525,-738233.275792525,73922.5275792525,73922.5275792525,73822.5275792525,0.0,100.0,0.0,0.0,73922.5275792525,73922.5275792525,0,0.0,100.0
5956,80617.57789160333,0.0,-806175.7789160333,0.0,10.0,0.0,-0.0,0.01,0.41617464,41.617464,0.0,0.0,100.0,1.0,0.08,-8.0,-58336.75971002963,58336.75971002963,0.0,-10411.256937267695,10411.256937267695,0.0,-11969.561244306,11969.561244306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-806183.7789160333,-806183.7789160333,80717.57789160333,80717.57789160333,80617.57789160333,0.0,100.0,0.0,0.0,80717.57789160333,80717.57789160333,0,0.0,100.0
5957,107905.42069080485,0.0,-1079054.2069080486,0.0,10.0,0.0,-0.0,0.01,0.411892734,41.1892734,0.0,0.0,100.0,1.0,0.11,-11.0,-76082.64077223356,76082.64077223356,0.0,-15498.9891992531,15498.9891992531,0.0,-17005.261031818183,17005.261031818183,0.0,0.0,0.0,0.0,0.0,0.0,581.4703125000001,581.4703125000001,0.0,-1079065.2069080486,-1079065.2069080486,108586.89100330485,108586.89100330485,108486.89100330485,0.0,100.0,0.0,0.0,108586.89100330485,108005.42069080485,0,0.0,100.0
5958,120525.04705495098,0.0,-1205250.4705495099,0.0,10.0,0.0,-0.0,0.01,0.406632874,40.663287399999994,0.0,0.0,100.0,1.0,0.11,-11.0,-79214.98983640416,79214.98983640416,0.0,-19776.55163838536,19776.55163838536,0.0,-29439.334889364018,29439.334889364018,0.0,0.0,72.27415295256534,72.27415295256534,0.0,0.0,7733.55515625,7733.55515625,0.0,-1205261.4705495099,-1205261.4705495099,128430.87636415355,128430.87636415355,128330.87636415355,0.0,100.0,0.0,0.0,128430.87636415355,120625.04705495098,0,0.0,100.0
5959,133050.63751832754,0.0,-1330506.3751832754,0.0,10.0,0.0,-0.0,0.01,0.399591595,39.959159500000005,0.0,0.0,100.0,1.0,0.11,-11.0,-69905.8636420034,69905.8636420034,0.0,-39111.325507318616,39111.325507318616,0.0,-43742.32962036684,43742.32962036684,0.0,0.0,245.91984511132625,245.91984511132625,0.0,0.0,19362.96140625,19362.96140625,0.0,-1330517.3751832754,-1330517.3751832754,152759.51876968888,152759.51876968885,152659.51876968888,0.0,100.0,0.0,0.0,152759.51876968885,133150.6375183275,1,0.0,100.0
5960,124226.59717711335,0.0,-1242265.9717711336,0.0,10.0,0.0,-0.0,0.01,0.393579976,39.3579976,0.0,0.0,100.0,1.0,0.11,-11.0,-64105.82869431789,64105.82869431789,0.0,-41337.65524840772,41337.65524840772,0.0,-50425.18116456683,50425.18116456683,0.0,0.0,142.67105517909005,142.67105517909005,0.0,0.0,31399.396875,31399.396875,0.0,-1242276.9717711336,-1242276.9717711336,155868.66510729244,155868.66510729244,155768.66510729244,0.0,100.0,0.0,0.0,155868.66510729244,124326.59717711335,1,0.0,100.0
5961,109907.18413336702,0.0,-1099071.84133367,0.0,10.0,0.0,-0.0,0.01,0.3823585989999999,38.235859899999994,0.0,0.0,100.0,1.0,0.11,-11.0,-54283.8028092098,54283.8028092098,0.0,-40712.422108301536,40712.422108301536,0.0,-56810.37028011027,56810.37028011027,0.0,0.0,166.13668925459825,166.13668925459825,0.0,0.0,41633.274375,41633.274375,0.0,-1099082.84133367,-1099082.84133367,151806.59519762162,151806.59519762162,151706.59519762162,0.0,100.0,0.0,0.0,151806.59519762162,110007.18413336702,1,0.0,100.0
5962,108837.37199902521,0.0,-1088373.719990252,0.0,10.0,0.0,-0.0,0.01,0.396232096,39.623209599999996,0.0,0.0,100.0,1.0,0.11,-11.0,-54655.42630942079,54655.42630942079,0.0,-41582.02099243556,41582.02099243556,0.0,-59959.81139428891,59959.81139428891,0.0,0.0,509.6735721200387,509.6735721200387,0.0,0.0,46750.213125,46750.213125,0.0,-1088384.719990252,-1088384.719990252,156197.25869614526,156197.25869614526,156097.25869614526,0.0,100.0,0.0,0.0,156197.25869614526,108937.37199902523,1,0.0,100.0
5963,110811.74324929065,0.0,-1108117.4324929065,0.0,10.0,0.0,-0.0,0.01,0.429510546,42.9510546,0.0,0.0,100.0,1.0,0.11,-11.0,-54845.41033257364,54845.41033257364,0.0,-40450.44178954811,40450.44178954811,0.0,-62362.9703870612,62362.9703870612,0.0,0.0,752.777541142304,752.777541142304,0.0,0.0,45994.30171875,45994.30171875,0.0,-1108128.4324929065,-1108128.4324929065,157658.82250918297,157658.82250918297,157558.82250918297,0.0,100.0,0.0,0.0,157658.82250918297,110911.74324929065,1,0.0,100.0
5964,119386.31606632344,0.0,-1193863.1606632345,0.0,10.0,0.0,-0.0,0.01,0.439862022,43.9862022,0.0,0.0,100.0,1.0,0.11,-11.0,-53241.57183858957,53241.57183858957,0.0,-42442.84240522215,42442.84240522215,0.0,-63910.83326627384,63910.83326627384,0.0,0.0,743.3912875121007,743.3912875121007,0.0,0.0,39365.540156250005,39365.540156250005,0.0,-1193874.1606632345,-1193874.1606632345,159595.24751008555,159595.24751008555,159495.24751008555,0.0,100.0,0.0,0.0,159595.24751008555,119486.31606632344,1,0.0,100.0
5965,124578.48079307046,0.0,-1245784.8079307047,0.0,10.0,0.0,-0.0,0.01,0.442834293,44.2834293,0.0,0.0,100.0,1.0,0.11,-11.0,-53681.238138423,53681.238138423,0.0,-42675.19043249154,42675.19043249154,0.0,-67287.61094976965,67287.61094976965,0.0,0.0,588.5181026137464,588.5181026137464,0.0,0.0,38377.040625,38377.040625,0.0,-1245795.8079307047,-1245795.8079307047,163644.0395206842,163644.0395206842,163544.0395206842,0.0,100.0,0.0,0.0,163644.0395206842,124678.48079307046,1,0.0,100.0
5966,125843.9918515399,0.0,-1258439.918515399,0.0,10.0,0.0,-0.0,0.01,0.448842126,44.8842126,0.0,0.0,100.0,1.0,0.08,-8.0,-54351.61063008236,54351.61063008236,0.0,-42609.94104064386,42609.94104064386,0.0,-68736.61897861137,68736.61897861137,0.0,0.0,446.7856727976767,446.7856727976767,0.0,0.0,39307.393125,39307.393125,0.0,-1258447.918515399,-1258447.918515399,165698.17064933758,165698.17064933758,165598.17064933758,0.0,100.0,0.0,0.0,165698.17064933758,125943.9918515399,0,0.0,100.0
5967,144473.0076081631,0.0,-1444730.0760816312,0.0,10.0,0.0,-0.0,0.01,0.445691889,44.5691889,0.0,0.0,100.0,1.0,0.08,-8.0,-61541.50421137909,61541.50421137909,0.0,-44087.63846691344,44087.63846691344,0.0,-66653.16063065104,66653.16063065104,0.0,0.0,438.3380445304937,438.3380445304937,0.0,0.0,27270.95765625,27270.95765625,0.0,-1444738.0760816312,-1444738.0760816312,172282.3033089436,172282.30330894358,172182.3033089436,0.0,100.0,0.0,0.0,172282.30330894358,144573.00760816308,0,0.0,100.0
5968,145749.03388801514,0.0,-1457490.3388801515,0.0,10.0,0.0,-0.0,0.01,0.442269539,44.2269539,0.0,0.0,100.0,1.0,0.08,-8.0,-70381.7954840663,70381.7954840663,0.0,-40366.26937522847,40366.26937522847,0.0,-52029.502831660815,52029.502831660815,0.0,0.0,298.48286544046465,298.48286544046465,0.0,0.0,16630.0509375,16630.0509375,0.0,-1457498.3388801515,-1457498.3388801515,162777.5676909556,162777.5676909556,162677.5676909556,0.0,100.0,0.0,0.0,162777.5676909556,145849.03388801514,0,0.0,100.0
5969,158307.3476719774,0.0,-1583073.4767197738,0.0,10.0,0.0,-0.0,0.01,0.4435992,44.35992,0.0,0.0,100.0,1.0,0.11,-11.0,-80995.25272460378,80995.25272460378,0.0,-33715.66869391903,33715.66869391903,0.0,-49195.14681991757,49195.14681991757,0.0,0.0,91.04666021297191,91.04666021297191,0.0,0.0,5407.67390625,5407.67390625,0.0,-1583084.4767197738,-1583084.4767197738,163906.06823844035,163906.06823844038,163806.06823844035,0.0,100.0,0.0,0.0,163906.06823844038,158407.34767197742,0,0.0,100.0
5970,165840.511181686,0.0,-1658405.1118168598,0.0,10.0,0.0,-0.0,0.01,0.42282748,42.282748,0.0,0.0,100.0,1.0,0.11,-11.0,-85146.21134239371,85146.21134239371,0.0,-34196.63603793381,34196.63603793381,0.0,-46612.68180716677,46612.68180716677,0.0,0.0,15.018005808325269,15.018005808325269,0.0,0.0,0.0,0.0,0.0,-1658416.1118168598,-1658416.1118168598,165955.5291874943,165955.5291874943,165855.5291874943,0.0,100.0,0.0,0.0,165955.5291874943,165940.511181686,0,0.0,100.0
5971,164056.2970032322,0.0,-1640562.970032322,0.0,10.0,0.0,-0.0,0.01,0.41575756,41.575756000000005,0.0,0.0,100.0,1.0,0.11,-11.0,-90641.621183727,90641.621183727,0.0,-29623.133610405614,29623.133610405614,0.0,-43891.5422090996,43891.5422090996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1640573.970032322,-1640573.970032322,164156.2970032322,164156.2970032322,164056.2970032322,0.0,100.0,0.0,0.0,164156.2970032322,164156.2970032322,0,0.0,100.0
5972,125715.18371993548,0.0,-1257151.8371993548,0.0,10.0,0.0,-0.0,0.01,0.4118953379999999,41.18953379999999,0.0,0.0,100.0,1.0,0.11,-11.0,-85553.83149928301,85553.83149928301,0.0,-28272.497522483503,28272.497522483503,0.0,-11988.854698168963,11988.854698168963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1257162.8371993548,-1257162.8371993548,125815.18371993548,125815.18371993548,125715.18371993548,0.0,100.0,0.0,0.0,125815.18371993548,125815.18371993548,0,0.0,100.0
5973,94220.71867924665,0.0,-942207.1867924666,0.0,10.0,0.0,-0.0,0.01,0.413018697,41.3018697,0.0,0.0,100.0,1.0,0.11,-11.0,-71962.34865795089,71962.34865795089,0.0,-10411.217358407132,10411.217358407132,0.0,-11947.152662888637,11947.152662888637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-942218.1867924666,-942218.1867924666,94320.71867924665,94320.71867924665,94220.71867924665,0.0,100.0,0.0,0.0,94320.71867924665,94320.71867924665,1,0.0,100.0
5974,79238.28322287483,0.0,-792382.8322287484,0.0,10.0,0.0,-0.0,0.01,0.415573289,41.5573289,0.0,0.0,100.0,1.0,0.11,-11.0,-58303.77873107976,58303.77873107976,0.0,-8940.092505424213,8940.092505424213,0.0,-12094.411986370866,12094.411986370866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-792393.8322287484,-792393.8322287484,79338.28322287483,79338.28322287483,79238.28322287483,0.0,100.0,0.0,0.0,79338.28322287483,79338.28322287483,1,0.0,100.0
5975,75608.23885279874,0.0,-756082.3885279873,0.0,10.0,0.0,-0.0,0.01,0.418114947,41.811494700000004,0.0,0.0,100.0,1.0,0.11,-11.0,-55192.57000542213,55192.57000542213,0.0,-8575.857385685662,8575.857385685662,0.0,-11939.81146169095,11939.81146169095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756093.3885279873,-756093.3885279873,75708.23885279874,75708.23885279874,75608.23885279874,0.0,100.0,0.0,0.0,75708.23885279874,75708.23885279874,1,0.0,100.0
5976,73822.63314363633,0.0,-738226.3314363633,0.0,10.0,0.0,-0.0,0.01,0.4352136029999999,43.52136029999999,0.0,0.0,100.0,1.0,0.08,-8.0,-53410.74770549127,53410.74770549127,0.0,-8575.857430387334,8575.857430387334,0.0,-11936.028007757726,11936.028007757726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-738234.3314363633,-738234.3314363633,73922.63314363633,73922.63314363633,73822.63314363633,0.0,100.0,0.0,0.0,73922.63314363633,73922.63314363633,0,0.0,100.0
5977,72233.87092436502,0.0,-722338.7092436502,0.0,10.0,0.0,-0.0,0.01,0.443891449,44.3891449,0.0,0.0,100.0,1.0,0.08,-8.0,-51825.52093375523,51825.52093375523,0.0,-8575.857427407223,8575.857427407223,0.0,-11932.492563202568,11932.492563202568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722346.7092436502,-722346.7092436502,72333.87092436502,72333.87092436502,72233.87092436502,0.0,100.0,0.0,0.0,72333.87092436502,72333.87092436502,0,0.0,100.0
5978,70994.83218928982,0.0,-709948.3218928983,0.0,10.0,0.0,-0.0,0.01,0.443307685,44.3307685,0.0,0.0,100.0,1.0,0.08,-8.0,-50589.90349586364,50589.90349586364,0.0,-8575.857424427111,8575.857424427111,0.0,-11929.07126899907,11929.07126899907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-709956.3218928983,-709956.3218928983,71094.83218928982,71094.83218928982,70994.83218928982,0.0,100.0,0.0,0.0,71094.83218928982,71094.83218928982,0,0.0,100.0
5979,72274.6905803151,0.0,-722746.905803151,0.0,10.0,0.0,-0.0,0.01,0.4357877739999999,43.57877739999999,0.0,0.0,100.0,1.0,0.08,-8.0,-51453.67688877307,51453.67688877307,0.0,-8940.092541185551,8940.092541185551,0.0,-11980.921150356477,11980.921150356477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722754.905803151,-722754.905803151,72374.6905803151,72374.6905803151,72274.6905803151,0.0,100.0,0.0,0.0,72374.6905803151,72374.6905803151,0,0.0,100.0
5980,79165.99380030364,0.0,-791659.9380030364,0.0,10.0,0.0,-0.0,0.01,0.4043994729999999,40.43994729999999,0.0,0.0,100.0,1.0,0.08,-8.0,-56881.30085129051,56881.30085129051,0.0,-10411.257014750594,10411.257014750594,0.0,-11973.435934262545,11973.435934262545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-791667.9380030364,-791667.9380030364,79265.99380030364,79265.99380030364,79165.99380030364,0.0,100.0,0.0,0.0,79265.99380030364,79265.99380030364,0,0.0,100.0
